unit,country,year,p,mbr_tot,etr_tot,etr_cit,etr_wea,etr_est,etr_otp,etr_imo,etr_pit,etr_prl,etr_goo,etr_gog,etr_oth,exp_oex,exp_hea,exp_edu,exp_tot,pre_tot_sca
esn,URY,2020,.17,.1265169769525528,.2215072870254516,.0004604010551702,.0001563389902003,3.90909349335e-06,.0000269442094577,.0135832399129868,.0021630515810102,.0035274882800877,.0705522939562798,.1310054183006287,.0000281974131212,8146.399609375,45691.41484375,34350.09296875,88187.909375,231309.771875
esn,URY,2020,.18,.1140770226716995,.216312775015831,.0003513117466355,.000119295391778,2.98285692679e-06,.0000205599384572,.0136201150715351,.0020288429688662,.0033709533046931,.0688789442181587,.1278982490301132,.0000215162030145,8407.553515625001,45494.7609375,34044.31328125,87946.6296875,240534.290625
esn,URY,2020,.19,.1016370683908463,.2111182630062103,.0002422224381007,.0000822517933557,2.05662036024e-06,.0000141756674566,.0136569902300835,.0018946343567222,.0032144183292985,.0672055944800377,.1247910797595978,.0000148349929077,8668.707421875,45298.10703125,33738.53359375,87705.35000000001,249758.809375
esn,URY,2020,.2,.089197114109993,.2059237509965897,.000133133129566,.0000452081949334,1.13038379368e-06,7.79139645601e-06,.0136938653886318,.0017604257445782,.0030578833539039,.0655322447419167,.1216839104890823,8.15378280095e-06,8929.861328125,45101.453125,33432.75390625,87464.0703125,258983.328125
esn,URY,2020,.21,.0853841677308083,.2042093724012375,.0003162369015627,.0001073849794921,2.68504945780e-06,.0000185072414752,.0136891672387719,.0022009550593793,.0030137228313833,.0647009760141373,.120140366256237,.0000193680323719,9171.2275390625,44905.78671875,33231.115234375,87308.13125000001,266712.2125
esn,URY,2020,.22,.0815712213516235,.2024949938058853,.0004993406735593,.0001695617640507,4.23971512191e-06,.0000292230864943,.013684469088912,.0026414843741804,.0029695623088628,.0638697072863579,.1185968220233917,.0000305822819428,9412.59375,44710.1203125,33029.4765625,87152.1921875,274441.096875
esn,URY,2020,.23,.0777582749724388,.2007806152105331,.000682444445556,.0002317385486094,5.79438078603e-06,.0000399389315135,.0136797709390521,.0030820136889815,.0029254017863423,.0630384385585785,.1170532777905464,.0000417965315137,9653.9599609375,44514.45390625,32827.837890625,86996.253125,282169.98125
esn,URY,2020,.24,.0739453285932541,.199066236615181,.0008655482175527,.0002939153331681,7.34904645014e-06,.0000506547765326,.0136750727891922,.0035225430037826,.0028812412638217,.0622071698307991,.1155097335577011,.0000530107810846,9895.326171875,44318.7875,32626.19921875,86840.31406249999,289898.865625
esn,URY,2020,.25,.0701323822140694,.1973518580198288,.0010486519895494,.0003560921177268,8.90371211426e-06,.0000613706215518,.0136703746393323,.0039630723185837,.0028370807413012,.0613759011030197,.1139661893248558,.0000642250306555,10136.6923828125,44123.12109375,32424.560546875,86684.375,297627.75
esn,URY,2020,.26,.0700348794460297,.1949919015169144,.0009365304547828,.0003180188621627,7.95173009465e-06,.0000548088941287,.0136274943128228,.0040409352630377,.0031381057575345,.0604898266494274,.1123208746314049,.0000573581110075,10462.559765625,43984.81953125,32401.281640625,86848.66250000001,306308.46875
esn,URY,2020,.27,.06993737667799,.1926319450139999,.0008244089200161,.0002799456065986,6.99974807503e-06,.0000482471667056,.0135846139863133,.0041187982074916,.0034391307737678,.0596037521958351,.1106755599379539,.0000504911913595,10788.4271484375,43846.51796875,32378.002734375,87012.95,314989.1875
esn,URY,2020,.28,.0698398739099503,.1902719885110855,.0007122873852495,.0002418723510345,6.04776605542e-06,.0000416854392824,.0135417336598039,.0041966611519456,.0037401557900012,.0587176777422428,.109030245244503,.0000436242717115,11114.29453125,43708.21640625,32354.723828125,87177.2375,323669.90625
esn,URY,2020,.29,.0697423711419106,.1879120320081711,.0006001658504829,.0002037990954705,5.09578403580e-06,.0000351237118593,.0134988533332944,.0042745240963995,.0040411808062345,.0578316032886505,.1073849305510521,.0000367573520634,11440.1619140625,43569.91484375,32331.444921875,87341.52499999999,332350.625
esn,URY,2020,.3,.0696448683738708,.1855520755052567,.0004880443157163,.0001657258399064,4.14380201619e-06,.0000285619844362,.0134559730067849,.0043523870408535,.0043422058224678,.0569455288350582,.1057396158576012,.0000298904324154,11766.029296875,43431.61328125,32308.166015625,87505.8125,341031.34375
esn,URY,2020,.31,.0680111922323704,.183241805434227,.0005138684180565,.0001744949695421,4.36306490883e-06,.0000300732979667,.0134163634851575,.0041275050491095,.0046023515984416,.0561251059174538,.1042162090539932,.0000314720382448,12100.2283203125,43293.31875,32241.90078125,87635.45156250001,350403.46875
esn,URY,2020,.32,.0663775160908699,.1809315353631973,.0005396925203968,.0001832640991779,4.58232780147e-06,.0000315846114972,.0133767539635301,.0039026230573654,.0048624973744154,.0553046829998493,.1026928022503853,.0000330536440742,12434.42734375,43155.02421875,32175.635546875,87765.090625,359775.59375
esn,URY,2020,.33,.0647438399493694,.1786212652921677,.0005655166227371,.0001920332288137,4.80159069411e-06,.0000330959250277,.0133371444419026,.0036777410656214,.0051226431503892,.0544842600822449,.1011693954467773,.0000346352499037,12768.6263671875,43016.7296875,32109.3703125,87894.7296875,369147.71875
esn,URY,2020,.34,.063110163807869,.176310995221138,.0005913407250773,.0002008023584494,5.02085358676e-06,.0000346072385582,.0132975349202752,.0034528590738773,.005382788926363,.0536638371646404,.0996459886431694,.0000362168557331,13102.825390625,42878.43515625,32043.105078125,88024.36874999999,378519.84375
esn,URY,2020,.35,.0614764876663685,.1740007251501083,.0006171648274176,.0002095714880852,5.24011647940e-06,.0000361185520887,.0132579253986478,.0032279770821333,.0056429347023368,.052843414247036,.0981225818395615,.0000377984615625,13437.0244140625,42740.140625,31976.83984375,88154.0078125,387891.96875
esn,URY,2020,.36,.0610711343586445,.1722025692462921,.0008516054600477,.0002891808049753,7.23066459614e-06,.0000498388020787,.0132404642179608,.0031381904147565,.0057229205034673,.0521030850708485,.096747899055481,.000052156856691,13821.3341796875,42596.1828125,31892.50546875,88310.02499999999,398289.95625
esn,URY,2020,.37,.0606657810509205,.1704044133424759,.0010860460926779,.0003687901218655,9.22121271287e-06,.0000635590520687,.0132230030372739,.0030484037473798,.0058029063045979,.051362755894661,.0953732162714005,.0000665152518195,14205.6439453125,42452.225,31808.17109375,88466.0421875,408687.94375
esn,URY,2020,.38,.0602604277431965,.1686062574386596,.001320486725308,.0004483994387556,.0000112117608296,.0000772793020587,.0132055418565869,.002958617080003,.0058828921057284,.0506224267184734,.0939985334873199,.000080873646948,14589.9537109375,42308.2671875,31723.83671875,88622.059375,419085.93125
esn,URY,2020,.39,.0598550744354725,.1668081015348434,.0015549273579381,.0005280087556457,.0000132023089463,.0000909995520487,.0131880806759,.0028688304126263,.0059628779068589,.0498820975422859,.0926238507032394,.0000952320420765,14974.2634765625,42164.309375,31639.50234375,88778.07656250001,429483.91875
esn,URY,2020,.4,.0594497211277485,.1650099456310272,.0017893679905683,.0006076180725358,.0000151928570631,.0001047198020387,.013170619495213,.0027790437452495,.0060428637079895,.0491417683660984,.0912491679191589,.000109590437205,15358.5732421875,42020.3515625,31555.16796875,88934.09375,439881.90625
esn,URY,2020,.41,.057203746587038,.1644693851470947,.0018956396728754,.0006437048898079,.0000160951702128,.0001109391771024,.0131705764681101,.0028818748891354,.005973591376096,.0488862194120884,.0907746508717537,.0001160990796052,15689.591015625,41819.04296875,31267.715234375,88776.35000000001,450296.11875
esn,URY,2020,.42,.0549577720463276,.1639288246631622,.0020019113551825,.0006797917070799,.0000169974833625,.0001171585521661,.0131705334410071,.0029847060330212,.0059043190442026,.0486306704580784,.0903001338243485,.0001226077220053,16020.6087890625,41617.734375,30980.2625,88618.60625,460710.33125
esn,URY,2020,.43,.0527117975056172,.1633882641792297,.0021081830374897,.0007158785243519,.0000178997965122,.0001233779272297,.0131704904139042,.0030875371769071,.0058350467123091,.0483751215040684,.0898256167769432,.0001291163644055,16351.6265625,41416.42578125,30692.809765625,88460.8625,471124.54375
esn,URY,2020,.44,.0504658229649067,.1628477036952972,.0022144547197968,.0007519653416239,.0000188021096619,.0001295973022934,.0131704473868012,.0031903683207929,.0057657743804157,.0481195725500584,.089351099729538,.0001356250068056,16682.6443359375,41215.1171875,30405.35703125,88303.11874999999,481538.75625
esn,URY,2020,.45,.0482198484241962,.1623071432113647,.0023207264021039,.0007880521588959,.0000197044228116,.0001358166773571,.0131704043596983,.0032931994646788,.0056965020485222,.0478640235960484,.0888765826821327,.0001421336492058,17013.662109375,41013.80859375,30117.904296875,88145.375,491952.96875
esn,URY,2020,.46,.046039903908968,.1620050430297852,.0022058837581426,.000749054888729,.0000187293366253,.0001290957021411,.013144420273602,.003437342774123,.0059114431031048,.0477006860077381,.0885732874274254,.0001351000741124,17347.6234375,40853.37265625,30056.9359375,88257.93124999999,502767.8375
esn,URY,2020,.47,.0438599593937397,.1617029428482056,.0020910411141813,.0007100576185621,.0000177542504389,.000122374726925,.0131184361875057,.0035814860835671,.0061263841576874,.0475373484194279,.0882699921727181,.000128066499019,17681.584765625,40692.93671875,29995.967578125,88370.4875,513582.70625
esn,URY,2020,.48,.0416800148785114,.161400842666626,.00197619847022,.0006710603483953,.0000167791642525,.000115653751709,.0130924521014094,.0037256293930113,.00634132521227,.0473740108311176,.0879666969180107,.0001210329239257,18015.54609375,40532.50078125,29934.99921875,88483.04375,524397.575
esn,URY,2020,.49,.0395000703632832,.1610987424850464,.0018613558262587,.0006320630782284,.0000158040780661,.000108932776493,.0130664680153131,.0038697727024555,.0065562662668526,.0472106732428074,.0876634016633034,.0001139993488323,18349.507421875,40372.06484375,29874.030859375,88595.60000000001,535212.44375
esn,URY,2020,.5,.0373201258480549,.1607966423034668,.0017465131822973,.0005930658080615,.0000148289918798,.000102211801277,.0130404839292169,.0040139160118997,.0067712073214352,.0470473356544971,.087360106408596,.0001069657737389,18683.46875,40211.62890625,29813.0625,88708.15625,546027.3125
esn,URY,2020,.51,.0375336959958077,.1608750432729721,.0021971318870783,.0007460829801857,.0000186550270882,.0001285835140152,.0130185848101974,.0040791356004775,.0068080684170127,.0468151889741421,.0869290426373482,.0001345640630461,19146.141015625,40011.06796875,29721.9421875,88879.1484375,559472.375
esn,URY,2020,.52,.0377472661435604,.1609534442424774,.0026477505918592,.00089910015231,.0000224810622967,.0001549552267534,.0129966856911778,.0041443551890552,.0068449295125902,.046583042293787,.0864979788661003,.0001621623523533,19608.81328125,39810.50703125,29630.821875,89050.140625,572917.4375
esn,URY,2020,.53,.0379608362913132,.1610318452119827,.0030983692966402,.0010521173244342,.0000263070975052,.0001813269394916,.0129747865721583,.004209574777633,.0068817906081676,.0463508956134319,.0860669150948525,.0001897606416605,20071.485546875,39609.94609375,29539.7015625,89221.1328125,586362.5
esn,URY,2020,.54,.0381744064390659,.161110246181488,.0035489880014211,.0012051344965585,.0000301331327137,.0002076986522297,.0129528874531388,.0042747943662107,.0069186517037451,.0461187489330769,.0856358513236046,.0002173589309677,20534.1578125,39409.38515625,29448.58125,89392.125,599807.5625
esn,URY,2020,.55,.0383879765868187,.1611886471509933,.003999606706202,.0013581516686827,.0000339591679221,.0002340703649679,.0129309883341193,.0043400139547884,.0069555127993226,.0458866022527218,.0852047875523567,.000244957220275,20996.830078125,39208.82421875,29357.4609375,89563.1171875,613252.625
esn,URY,2020,.5600000000000001,.0363617528229952,.1614186733961105,.0042082601226866,.0014290044084191,.000035730766831,.000246281462023,.0129479816183448,.0045467632822692,.0068162205629051,.0458303540945053,.0851003438234329,.0002577362698503,21411.52265625,38980.6296875,29259.171875,89651.325,627100.35
esn,URY,2020,.57,.0343355290591717,.1616486996412277,.0044169135391712,.0014998571481556,.0000375023657398,.0002584925590781,.0129649749025702,.00475351260975,.0066769283264875,.0457741059362888,.0849959000945091,.0002705153194256,21826.215234375,38752.43515625,29160.8828125,89739.53281249999,640948.0750000001
esn,URY,2020,.58,.0323093052953482,.1618787258863449,.0046255669556558,.001570709887892,.0000392739646486,.0002707036561333,.0129819681867957,.0049602619372308,.00653763609007,.0457178577780724,.0848914563655853,.0002832943690009,22240.9078125,38524.240625,29062.59375,89827.74062500001,654795.8
esn,URY,2020,.59,.0302830815315247,.1621087521314621,.0048342203721404,.0016415626276284,.0000410455635574,.0002829147531884,.0129989614710212,.0051670112647116,.0063983438536525,.0456616096198559,.0847870126366615,.0002960734185763,22655.600390625,38296.04609375,28964.3046875,89915.9484375,668643.525
esn,URY,2020,.6,.0282568577677011,.1623387783765793,.005042873788625,.0017124153673649,.0000428171624662,.0002951258502435,.0130159547552466,.0053737605921924,.0062590516172349,.0456053614616394,.0846825689077377,.0003088524681516,23070.29296875,38067.8515625,28866.015625,90004.15625,682491.25
esn,URY,2020,.61,.0280180372297764,.1620190262794495,.0055648708716035,.001889670593664,.0000472492451081,.0003256748663262,.0129476761445403,.0055392291396856,.0065184229984879,.0451004303991795,.0837449848651886,.0003408223448787,23618.728125,37911.6125,28816.250390625,90346.58749999999,698692.725
esn,URY,2020,.62,.0277792166918516,.1616992741823196,.006086867954582,.0020669258199632,.00005168132775,.0003562238824088,.012879397533834,.0057046976871789,.006777794379741,.0445954993367195,.0828074008226395,.0003727922216058,24167.16328125,37755.3734375,28766.48515625,90689.01875,714894.2000000001
esn,URY,2020,.63,.0275403961539268,.1613795220851898,.0066088650375605,.0022441810462624,.0000561134103918,.0003867728984915,.0128111189231277,.0058701662346721,.007037165760994,.0440905682742596,.0818698167800903,.0004047620983329,24715.5984375,37599.134375,28716.719921875,91031.45,731095.675
esn,URY,2020,.64,.0273015756160021,.16105976998806,.0071308621205389,.0024214362725615,.0000605454930337,.0004173219145741,.0127428403124213,.0060356347821653,.007296537142247,.0435856372117996,.0809322327375412,.00043673197506,25264.03359375001,37442.8953125,28666.9546875,91373.88125000001,747297.15
esn,URY,2020,.65,.0270627550780773,.1607400178909302,.0076528592035174,.0025986914988607,.0000649775756756,.0004478709306568,.012674561701715,.0062011033296585,.0075559085235,.0430807061493397,.0799946486949921,.000468701851787,25812.46875,37286.65625,28617.189453125,91716.3125,763498.625
esn,URY,2020,.66,.0259467579424381,.160892042517662,.0082337176427245,.0027959343511611,.0000699094278389,.0004818647052161,.0126897195354104,.0064378646202385,.0073489364236593,.0428197458386421,.0795100823044777,.000504276715219,26396.659375,37080.25,28499.569140625,91976.4765625,782018.1125
esn,URY,2020,.67,.0248307608067989,.1610440671443939,.0088145760819316,.0029931772034615,.0000748412800021,.0005158584797755,.0127048773691058,.0066746259108186,.0071419643238187,.0425587855279446,.0790255159139633,.000539851578651,26980.85,36873.84375,28381.948828125,92236.640625,800537.6000000001
esn,URY,2020,.68,.0237147636711598,.1611960917711258,.0093954345211387,.0031904200557619,.0000797731321654,.0005498522543348,.0127200352028012,.0069113872013986,.006934992223978,.042297825217247,.0785409495234489,.000575426442083,27565.04062499999,36667.4375,28264.328515625,92496.8046875,819057.0874999999
esn,URY,2020,.6899999999999999,.0225987665355206,.1613481163978577,.0099762929603457,.0033876629080623,.0000847049843287,.0005838460288942,.0127351930364966,.0071481484919786,.0067280201241374,.0420368649065495,.0780563831329346,.0006110013055149,28149.23125,36461.03125,28146.708203125,92756.96875,837576.575
esn,URY,2020,.7,.0214827693998814,.1615001410245895,.0105571513995528,.0035849057603627,.000089636836492,.0006178398034535,.0127503508701921,.0073849097825587,.0065210480242968,.0417759045958519,.0775718167424202,.0006465761689469,28733.421875,36254.625,28029.087890625,93017.1328125,856096.0625
esn,URY,2020,.71,.0213733226060867,.1628621160984039,.0107985788956285,.0036668876186013,.0000916867065825,.0006319689564407,.0127028129994869,.0080591078847647,.0067145623266697,.0418415099382401,.0776936382055283,.0006613624747843,29484.853125,36071.71015625,27867.680859375,93424.2421875,880210.5249999999
esn,URY,2020,.72,.0212638758122921,.1642240911722183,.0110400063917041,.0037488694768399,.0000937365766731,.0006460981094278,.0126552751287818,.0087333059869707,.0069080766290426,.0419071152806282,.0778154596686363,.0006761487806216,30236.284375,35888.7953125,27706.273828125,93831.3515625,904324.9874999998
esn,URY,2020,.73,.0211544290184975,.1655860662460327,.0112814338877797,.0038308513350785,.0000957864467637,.000660227262415,.0126077372580767,.0094075040891767,.0071015909314156,.0419727206230164,.0779372811317444,.0006909350864589,30987.715625,35705.88046875,27544.866796875,94238.4609375,928439.45
esn,URY,2020,.74,.0210449822247028,.1669480413198471,.0115228613838553,.0039128331933171,.0000978363168542,.0006743564154021,.0125601993873715,.0100817021913827,.0072951052337885,.0420383259654045,.0780591025948525,.0007057213922963,31739.146875,35522.965625,27383.459765625,94645.5703125,952553.9124999999
esn,URY,2020,.75,.0209355354309082,.1683100163936615,.011764288879931,.0039948150515556,.0000998861869448,.0006884855683893,.0125126615166664,.0107559002935886,.0074886195361614,.0421039313077927,.0781809240579605,.0007205076981336,32490.578125,35340.05078125,27222.052734375,95052.6796875,976668.375
esn,URY,2020,.76,.0205414537340403,.172235569357872,.012633116543293,.0042898440733552,.0001072630810086,.0007393322768621,.0124920580536127,.0117954805493355,.0073416688479483,.0427263766527176,.0793367132544518,.0007737193489447,33431.9328125,35091.2765625,26875.09375,95398.3015625,1010786.475
esn,URY,2020,.77,.0201473720371723,.1761611223220825,.013501944206655,.0045848730951548,.0001146399750724,.0007901789853349,.012471454590559,.0128350608050823,.0071947181597352,.0433488219976425,.080492502450943,.0008269309997559,34373.28749999999,34842.50234375,26528.134765625,95743.92343749999,1044904.575
esn,URY,2020,.78,.0197532903403044,.180086675286293,.014370771870017,.0048799021169543,.0001220168691361,.0008410256938078,.0124508511275053,.0138746410608292,.0070477674715221,.0439712673425674,.0816482916474342,.000880142650567,35314.64218749999,34593.728125,26181.17578125,96089.54531250001,1079022.675
esn,URY,2020,.79,.0193592086434364,.1840122282505035,.0152395995333791,.0051749311387539,.0001293937631999,.0008918724022806,.0124302476644516,.014914221316576,.006900816783309,.0445937126874924,.0828040808439255,.0009333543013781,36255.996875,34344.95390625,25834.216796875,96435.1671875,1113140.775
esn,URY,2020,.8,.0189651269465685,.1879377812147141,.0161084271967411,.0054699601605535,.0001367706572637,.0009427191107534,.0124096442013979,.0159538015723228,.0067538660950959,.0452161580324173,.0839598700404167,.0009865659521893,37197.3515625,34096.1796875,25487.2578125,96780.7890625,1147258.875
esn,URY,2020,.8100000000000001,.0190797813236713,.1914574831724167,.0178238853812218,.0060524806380272,.0001513359718956,.0010431134607643,.0123413804918528,.0174338452517986,.0066718956455588,.0451013080775738,.0837466105818749,.0010916297324002,38827.24453125002,33871.28359375,25123.355078125,97821.8828125,1203153.1
esn,URY,2020,.82,.0191944357007742,.1949771851301194,.0195393435657024,.0066350011155009,.0001659012865275,.0011435078107752,.0122731167823076,.0189138889312744,.0065899251960218,.0449864581227303,.083533351123333,.0011966935126111,40457.1375,33646.3875,24759.45234375,98862.9765625,1259047.325
esn,URY,2020,.83,.019309090077877,.198496887087822,.0212548017501831,.0072175215929747,.0001804666011594,.0012439021607861,.0122048530727625,.0203939326107502,.0065079547464848,.0448716081678867,.0833200916647911,.001301757292822,42087.03046875,33421.49140625,24395.549609375,99904.0703125,1314941.55
esn,URY,2020,.84,.0194237444549799,.2020165890455246,.0229702599346638,.0078000420704484,.0001950319157913,.001344296510797,.0121365893632174,.021873976290226,.0064259842969477,.0447567582130432,.0831068322062492,.0014068210730329,43716.92343750001,33196.5953125,24031.646875,100945.1640625,1370835.774999999
esn,URY,2020,.85,.0195383988320827,.2055362910032272,.0246857181191444,.0083825625479221,.0002095972304232,.0014446908608079,.0120683256536722,.0233540199697018,.0063440138474107,.0446419082581997,.0828935727477074,.0015118848532438,45346.81640625,32971.69921875,23667.744140625,101986.2578125,1426730
esn,URY,2020,.86,.0179803239181638,.20504529774189,.0261152386665344,.0088679865002632,.0002217347559053,.0015283511718735,.0119601372629404,.0249360390007496,.0062598517164588,.0432491332292557,.0803073912858963,.0015994362998754,48752.19687499997,32767.355078125,23345.55859375,104865.109375,1536553.875
esn,URY,2020,.87,.0164222490042448,.2045543044805527,.0275447592139244,.0093534104526043,.0002338722813874,.0016120114829391,.0118519488722086,.0265180580317974,.0061756895855069,.0418563582003117,.0777212098240852,.0016869877465069,52157.57734374999,32563.0109375,23023.373046875,107743.9609375,1646377.75
esn,URY,2020,.88,.0148641740903258,.2040633112192154,.0289742797613144,.0098388344049454,.0002460098068696,.0016956717940047,.0117437604814768,.0281000770628452,.006091527454555,.0404635831713676,.0751350283622742,.0017745391931385,55562.95781249995,32358.666796875,22701.1875,110622.8125,1756201.625
esn,URY,2020,.89,.0133060991764068,.2035723179578781,.0304038003087044,.0103242583572865,.0002581473323517,.0017793321050704,.011635572090745,.0296820960938931,.0060073653236032,.0390708081424236,.0725488469004631,.00186209063977,58968.33828124998,32154.32265625,22379.001953125,113501.6640625,1866025.5
esn,URY,2020,.9,.0117480242624879,.2030813246965408,.0318333208560944,.0108096823096275,.0002702848578338,.001862992416136,.0115273837000132,.0312641151249409,.0059232031926513,.0376780331134796,.069962665438652,.0019496420864016,62373.71875,31949.978515625,22056.81640625,116380.515625,1975849.375
esn,URY,2020,.91,.011057642288506,.2022483021020889,.0362661994993687,.0123149611055851,.0003079227812123,.0021224193274975,.0112191490828991,.0327203564345837,.0056494247168303,.0348028559237719,.0646238766610622,.0022211352363229,73069.45625000005,31825.60625,21858.13984375,126753.20625,2314144.300000001
esn,URY,2020,.92,.0103672603145242,.201415279507637,.040699078142643,.0138202399015427,.0003455607045908,.002381846238859,.010910914465785,.0341765977442264,.0053756462410092,.0319276787340641,.0592850878834724,.0024926283862442,83765.19374999998,31701.233984375,21659.46328125,137125.8968750001,2652439.225000001
esn,URY,2020,.93,.0096768783405423,.2005822569131851,.0451319567859173,.0153255186975002,.0003831986279692,.0026412731502205,.010602679848671,.0356328390538692,.0051018677651882,.0290525015443563,.0539462991058826,.0027641215361655,94460.93125000002,31576.86171875,21460.78671875,147498.5875,2990734.150000002
esn,URY,2020,.9399999999999999,.0089864963665605,.1997492343187332,.0495648354291916,.0168307974934578,.0004208365513477,.002900700061582,.0102944452315569,.037089080363512,.0048280892893672,.0261773243546486,.0486075103282928,.0030356146860868,105156.66875,31452.489453125,21262.11015625,157871.2781250001,3329029.075000003
esn,URY,2020,.95,.0082961143925786,.1989162117242813,.0539977140724659,.0183360762894154,.0004584744747262,.0031601269729435,.0099862106144428,.0385453216731548,.0045543108135462,.0233021471649408,.043268721550703,.0033071078360081,115852.40625,31328.1171875,21063.43359375,168243.96875,3667324
esn,URY,2020,.96,.007078421767801,.1979260041219432,.0587720597480855,.0199573067266767,.000499011659796,.0034395377151668,.0095365612608631,.0393357464998234,.0042135126820606,.0205025256316109,.0380702288594187,.0035995141625768,141742.9435975612,31378.44778963415,21082.81669207317,194204.2126524388,4488130.829268292
esn,URY,2020,.97,.0058607291430235,.1969357965196051,.0635464054237052,.021578537163938,.0005395488448657,.0037189484573901,.0090869119072833,.0401261713264919,.0038727145505751,.017702904098281,.0328717361681344,.0038919204891455,167633.480945122,31428.77839176829,21102.19979039634,220164.456554878,5308937.658536583
esn,URY,2020,.98,.0046430365182459,.195945588917267,.0683207510993248,.0231997676011993,.0005800860299354,.0039983591996133,.0086372625537035,.0409165961531604,.0035319164190896,.0149032825649512,.0276732434768502,.0041843268157142,193524.0182926832,31479.10899390244,21121.58288871951,246124.7004573168,6129744.487804875
esn,URY,2020,.99,.0034253438934684,.194955381314929,.0730950967749445,.0248209980384606,.0006206232150051,.0042777699418366,.0081876132001237,.041707020979829,.003191118287604,.0121036610316212,.0224747507855659,.0044767331422829,219414.5556402439,31529.43959603658,21140.96598704268,272084.9443597561,6950551.317073166
