country,year,step,unit,variable,group,value
ARG,2001,pon,esn,mbe_sh,t1,.0106729092076421
ARG,2001,pon,esn,mbe_sh,t10,.0122264809906483
ARG,2001,pon,esn,mbe_sh,tot,.0213704854249954
ARG,2001,pon,esn,oex_sh,b50,.0326783135533333
ARG,2001,pon,esn,oex_sh,m40,.0492893643677235
ARG,2001,pon,esn,oex_sh,t1,.0516912937164307
ARG,2001,pon,esn,oex_sh,t10,.0513639263808727
ARG,2001,pon,esn,oex_sh,tot,.0484695583581924
ARG,2001,pon,esn,wmbe_sh,b50,.5976073145866394
ARG,2001,pon,esn,wmbe_sh,m40,.8805853724479675
ARG,2001,pon,esn,wmbe_sh,t1,.9338407516479492
ARG,2001,pon,esn,wmbe_sh,t10,.9263054728507996
ARG,2001,pon,esn,wmbe_sh,tot,.8715449571609497
ARG,2002,pon,esn,edu_sh,b50,.1329888701438904
ARG,2002,pon,esn,edu_sh,m40,.0248147491365671
ARG,2002,pon,esn,edu_sh,t1,.0017522594425827
ARG,2002,pon,esn,edu_sh,t10,.0052819112315774
ARG,2002,pon,esn,edu_sh,tot,.0264725796878338
ARG,2002,pon,esn,hea_sh,b50,.1453646570444107
ARG,2002,pon,esn,hea_sh,m40,.0206315089017153
ARG,2002,pon,esn,hea_sh,t1,.0011170731158927
ARG,2002,pon,esn,hea_sh,t10,.0031549530103803
ARG,2002,pon,esn,hea_sh,tot,.0250247418880463
ARG,2002,pon,esn,mbe_sh,b50,.0816760584712029
ARG,2002,pon,esn,mbe_sh,m40,.0196724329143763
ARG,2002,pon,esn,mbe_sh,t1,.0126396706327796
ARG,2002,pon,esn,mbe_sh,t10,.0096387378871441
ARG,2002,pon,esn,mbe_sh,tot,.0211942121386528
ARG,2002,pon,esn,oex_sh,b50,.0303326509892941
ARG,2002,pon,esn,oex_sh,m40,.0443557053804398
ARG,2002,pon,esn,oex_sh,t1,.0463341325521469
ARG,2002,pon,esn,oex_sh,t10,.0460754260420799
ARG,2002,pon,esn,oex_sh,tot,.0437412783503532
ARG,2002,pon,esn,wmbe_sh,b50,.6096382737159729
ARG,2002,pon,esn,wmbe_sh,m40,.8905256986618042
ARG,2002,pon,esn,wmbe_sh,t1,.93815678358078
ARG,2002,pon,esn,wmbe_sh,t10,.9358489513397217
ARG,2002,pon,esn,wmbe_sh,tot,.8835672736167908
ARG,2003,pon,esn,edu_sh,b50,.1000406369566917
ARG,2003,pon,esn,edu_sh,m40,.0224805828183889
ARG,2003,pon,esn,edu_sh,t1,.0017095174407586
ARG,2003,pon,esn,edu_sh,t10,.0052507030777633
ARG,2003,pon,esn,edu_sh,tot,.0244388002902269
ARG,2003,pon,esn,hea_sh,b50,.1143716499209404
ARG,2003,pon,esn,hea_sh,m40,.019857544451952
ARG,2003,pon,esn,hea_sh,t1,.0009132758132182
ARG,2003,pon,esn,hea_sh,t10,.0032284427434206
ARG,2003,pon,esn,hea_sh,tot,.024245984852314
ARG,2003,pon,esn,mbe_sh,b50,.0462124831974506
ARG,2003,pon,esn,mbe_sh,m40,.0166009031236172
ARG,2003,pon,esn,mbe_sh,t1,.0004322243330535
ARG,2003,pon,esn,mbe_sh,t10,.0045221173204482
ARG,2003,pon,esn,mbe_sh,tot,.0148266879841685
ARG,2003,pon,esn,oex_sh,b50,.0354123264551163
ARG,2003,pon,esn,oex_sh,m40,.0458364300429821
ARG,2003,pon,esn,oex_sh,t1,.0477373078465462
ARG,2003,pon,esn,oex_sh,t10,.0474569983780384
ARG,2003,pon,esn,oex_sh,tot,.0452545471489429
ARG,2003,pon,esn,wmbe_sh,b50,.7039628028869629
ARG,2003,pon,esn,wmbe_sh,m40,.8952246904373169
ARG,2003,pon,esn,wmbe_sh,t1,.949207603931427
ARG,2003,pon,esn,wmbe_sh,t10,.9395416975021362
ARG,2003,pon,esn,wmbe_sh,tot,.8912339806556702
ARG,2004,pon,esn,edu_sh,b50,.0961736068129539
ARG,2004,pon,esn,edu_sh,m40,.0225879400968552
ARG,2004,pon,esn,edu_sh,t1,.0019186052959412
ARG,2004,pon,esn,edu_sh,t10,.005584882106632
ARG,2004,pon,esn,edu_sh,tot,.0250308103859425
ARG,2004,pon,esn,hea_sh,b50,.1074540019035339
ARG,2004,pon,esn,hea_sh,m40,.0193567629903555
ARG,2004,pon,esn,hea_sh,t1,.0010713541414589
ARG,2004,pon,esn,hea_sh,t10,.0034374941606075
ARG,2004,pon,esn,hea_sh,tot,.0242455713450909
ARG,2004,pon,esn,mbe_sh,b50,.0559020042419434
ARG,2004,pon,esn,mbe_sh,m40,.0167438443750143
ARG,2004,pon,esn,mbe_sh,t1,.0082002636045218
ARG,2004,pon,esn,mbe_sh,t10,.0094337305054069
ARG,2004,pon,esn,mbe_sh,tot,.0188131853938103
ARG,2004,pon,esn,oex_sh,b50,.0360672734677792
ARG,2004,pon,esn,oex_sh,m40,.0459929741919041
ARG,2004,pon,esn,oex_sh,t1,.0478630512952805
ARG,2004,pon,esn,oex_sh,t10,.0475734546780586
ARG,2004,pon,esn,oex_sh,tot,.0453478246927261
ARG,2004,pon,esn,wmbe_sh,b50,.7044028639793396
ARG,2004,pon,esn,wmbe_sh,m40,.8953184485435486
ARG,2004,pon,esn,wmbe_sh,t1,.9409465789794922
ARG,2004,pon,esn,wmbe_sh,t10,.9339703917503357
ARG,2004,pon,esn,wmbe_sh,tot,.8865625262260437
ARG,2005,pon,esn,edu_sh,b50,.1004927083849907
ARG,2005,pon,esn,edu_sh,m40,.0236688479781151
ARG,2005,pon,esn,edu_sh,t1,.002425285987556
ARG,2005,pon,esn,edu_sh,t10,.0062438561581075
ARG,2005,pon,esn,edu_sh,tot,.0270025357604027
ARG,2005,pon,esn,hea_sh,b50,.1062477976083755
ARG,2005,pon,esn,hea_sh,m40,.0189016610383987
ARG,2005,pon,esn,hea_sh,t1,.0012238785857335
ARG,2005,pon,esn,hea_sh,t10,.003610345069319
ARG,2005,pon,esn,hea_sh,tot,.0246203038841486
ARG,2005,pon,esn,mbe_sh,b50,.0546021163463593
ARG,2005,pon,esn,mbe_sh,m40,.0126837957650423
ARG,2005,pon,esn,mbe_sh,t1,.0073716198094189
ARG,2005,pon,esn,mbe_sh,t10,.0062942756339908
ARG,2005,pon,esn,mbe_sh,tot,.0158330481499434
ARG,2005,pon,esn,oex_sh,b50,.0397632382810116
ARG,2005,pon,esn,oex_sh,m40,.0503189153969288
ARG,2005,pon,esn,oex_sh,t1,.0523644797503948
ARG,2005,pon,esn,oex_sh,t10,.0520383603870869
ARG,2005,pon,esn,oex_sh,tot,.0495730079710484
ARG,2005,pon,esn,wmbe_sh,b50,.6988942623138428
ARG,2005,pon,esn,wmbe_sh,m40,.8944268226623535
ARG,2005,pon,esn,wmbe_sh,t1,.9366147518157959
ARG,2005,pon,esn,wmbe_sh,t10,.93181312084198
ARG,2005,pon,esn,wmbe_sh,tot,.8829711079597473
ARG,2006,pon,esn,edu_sh,b50,.1015134677290916
ARG,2006,pon,esn,edu_sh,m40,.0248681791126728
ARG,2006,pon,esn,edu_sh,t1,.0030065113678575
ARG,2006,pon,esn,edu_sh,t10,.0068097221665084
ARG,2006,pon,esn,edu_sh,tot,.028719762340188
ARG,2006,pon,esn,hea_sh,b50,.1032268851995468
ARG,2006,pon,esn,hea_sh,m40,.0191975608468056
ARG,2006,pon,esn,hea_sh,t1,.0014770057750866
ARG,2006,pon,esn,hea_sh,t10,.0036006234586239
ARG,2006,pon,esn,hea_sh,tot,.0251566097140312
ARG,2006,pon,esn,mbe_sh,b50,.0540706850588322
ARG,2006,pon,esn,mbe_sh,m40,.0136062223464251
ARG,2006,pon,esn,mbe_sh,t1,.0198963694274426
ARG,2006,pon,esn,mbe_sh,t10,.0098195681348443
ARG,2006,pon,esn,mbe_sh,tot,.0180149842053652
ARG,2006,pon,esn,oex_sh,b50,.0391803905367851
ARG,2006,pon,esn,oex_sh,m40,.049068383872509
ARG,2006,pon,esn,oex_sh,t1,.0511001423001289
ARG,2006,pon,esn,oex_sh,t10,.050795916467905
ARG,2006,pon,esn,oex_sh,tot,.048322606831789
ARG,2006,pon,esn,wmbe_sh,b50,.7020081281661987
ARG,2006,pon,esn,wmbe_sh,m40,.8932597041130066
ARG,2006,pon,esn,wmbe_sh,t1,.924519956111908
ARG,2006,pon,esn,wmbe_sh,t10,.9289740920066833
ARG,2006,pon,esn,wmbe_sh,tot,.87978595495224
ARG,2007,pon,esn,edu_sh,b50,.1099408343434334
ARG,2007,pon,esn,edu_sh,m40,.0282802768051624
ARG,2007,pon,esn,edu_sh,t1,.0022859920281917
ARG,2007,pon,esn,edu_sh,t10,.0071358722634614
ARG,2007,pon,esn,edu_sh,tot,.0312917344272137
ARG,2007,pon,esn,hea_sh,b50,.1091094389557838
ARG,2007,pon,esn,hea_sh,m40,.021310456097126
ARG,2007,pon,esn,hea_sh,t1,.0010467170504853
ARG,2007,pon,esn,hea_sh,t10,.0038255690596998
ARG,2007,pon,esn,hea_sh,tot,.0268112290650606
ARG,2007,pon,esn,mbe_sh,b50,.0438881702721119
ARG,2007,pon,esn,mbe_sh,m40,.0125675844028592
ARG,2007,pon,esn,mbe_sh,t1,.0050044525414705
ARG,2007,pon,esn,mbe_sh,t10,.0053129000589252
ARG,2007,pon,esn,mbe_sh,tot,.0140913017094135
ARG,2007,pon,esn,oex_sh,b50,.0386021174490452
ARG,2007,pon,esn,oex_sh,m40,.0491234995424747
ARG,2007,pon,esn,oex_sh,t1,.0515144243836403
ARG,2007,pon,esn,oex_sh,t10,.0511201284825802
ARG,2007,pon,esn,oex_sh,tot,.0484217740595341
ARG,2007,pon,esn,wmbe_sh,b50,.6984597444534302
ARG,2007,pon,esn,wmbe_sh,m40,.8887181878089905
ARG,2007,pon,esn,wmbe_sh,t1,.9401483535766602
ARG,2007,pon,esn,wmbe_sh,t10,.932605504989624
ARG,2007,pon,esn,wmbe_sh,tot,.8793839812278748
ARG,2008,pon,esn,edu_sh,b50,.1188030764460564
ARG,2008,pon,esn,edu_sh,m40,.0315878763794899
ARG,2008,pon,esn,edu_sh,t1,.0026555296499282
ARG,2008,pon,esn,edu_sh,t10,.0076833521015942
ARG,2008,pon,esn,edu_sh,tot,.0341760367155075
ARG,2008,pon,esn,hea_sh,b50,.1148072928190231
ARG,2008,pon,esn,hea_sh,m40,.0230858791619539
ARG,2008,pon,esn,hea_sh,t1,.0012489159125835
ARG,2008,pon,esn,hea_sh,t10,.0041527175344527
ARG,2008,pon,esn,hea_sh,tot,.0285347029566765
ARG,2008,pon,esn,mbe_sh,b50,.0389197282493114
ARG,2008,pon,esn,mbe_sh,m40,.0120551725849509
ARG,2008,pon,esn,mbe_sh,t1,.0088502038270235
ARG,2008,pon,esn,mbe_sh,t10,.0076151173561811
ARG,2008,pon,esn,mbe_sh,tot,.014136747457087
ARG,2008,pon,esn,oex_sh,b50,.0383455418050289
ARG,2008,pon,esn,oex_sh,m40,.0494540818035603
ARG,2008,pon,esn,oex_sh,t1,.0521100424230099
ARG,2008,pon,esn,oex_sh,t10,.051695104688406
ARG,2008,pon,esn,oex_sh,tot,.0487713143229485
ARG,2008,pon,esn,wmbe_sh,b50,.6891250014305115
ARG,2008,pon,esn,wmbe_sh,m40,.8838170170783997
ARG,2008,pon,esn,wmbe_sh,t1,.9351353049278259
ARG,2008,pon,esn,wmbe_sh,t10,.9288536906242371
ARG,2008,pon,esn,wmbe_sh,tot,.8743813037872314
ARG,2009,pon,esn,edu_sh,b50,.1284596920013428
ARG,2009,pon,esn,edu_sh,m40,.0331456363201141
ARG,2009,pon,esn,edu_sh,t1,.0037244963459671
ARG,2009,pon,esn,edu_sh,t10,.0095273265615106
ARG,2009,pon,esn,edu_sh,tot,.0387846790254116
ARG,2009,pon,esn,hea_sh,b50,.1370390206575394
ARG,2009,pon,esn,hea_sh,m40,.0267853271216154
ARG,2009,pon,esn,hea_sh,t1,.0017520450055599
ARG,2009,pon,esn,hea_sh,t10,.0052976938895881
ARG,2009,pon,esn,hea_sh,tot,.0356310531497002
ARG,2009,pon,esn,mbe_sh,b50,.0405590869486332
ARG,2009,pon,esn,mbe_sh,m40,.0109326215460896
ARG,2009,pon,esn,mbe_sh,t1,.0001021830685204
ARG,2009,pon,esn,mbe_sh,t10,.0043396074324846
ARG,2009,pon,esn,mbe_sh,tot,.0129833957180381
ARG,2009,pon,esn,oex_sh,b50,.0404686145484447
ARG,2009,pon,esn,oex_sh,m40,.0540285520255566
ARG,2009,pon,esn,oex_sh,t1,.0571582168340683
ARG,2009,pon,esn,oex_sh,t10,.0566209256649017
ARG,2009,pon,esn,oex_sh,tot,.052920576184988
ARG,2009,pon,esn,wmbe_sh,b50,.6534736156463623
ARG,2009,pon,esn,wmbe_sh,m40,.8751077651977539
ARG,2009,pon,esn,wmbe_sh,t1,.9372630715370178
ARG,2009,pon,esn,wmbe_sh,t10,.9242145419120789
ARG,2009,pon,esn,wmbe_sh,tot,.8596802949905396
ARG,2010,pon,esn,edu_sh,b50,.1170786172151566
ARG,2010,pon,esn,edu_sh,m40,.0322369784116745
ARG,2010,pon,esn,edu_sh,t1,.0032361717894673
ARG,2010,pon,esn,edu_sh,t10,.0085994554683566
ARG,2010,pon,esn,edu_sh,tot,.0362439677119255
ARG,2010,pon,esn,hea_sh,b50,.1356920152902603
ARG,2010,pon,esn,hea_sh,m40,.0281242672353983
ARG,2010,pon,esn,hea_sh,t1,.0017649556975812
ARG,2010,pon,esn,hea_sh,t10,.0053071640431881
ARG,2010,pon,esn,hea_sh,tot,.036152321845293
ARG,2010,pon,esn,mbe_sh,b50,.044580452144146
ARG,2010,pon,esn,mbe_sh,m40,.0107488287612796
ARG,2010,pon,esn,mbe_sh,t1,.0095333429053426
ARG,2010,pon,esn,mbe_sh,t10,.007263170555234
ARG,2010,pon,esn,mbe_sh,tot,.0147948712110519
ARG,2010,pon,esn,oex_sh,b50,.0408661253750324
ARG,2010,pon,esn,oex_sh,m40,.0534044243395329
ARG,2010,pon,esn,oex_sh,t1,.0565508045256138
ARG,2010,pon,esn,oex_sh,t10,.0560446605086327
ARG,2010,pon,esn,oex_sh,tot,.052460677921772
ARG,2010,pon,esn,wmbe_sh,b50,.6617820858955383
ARG,2010,pon,esn,wmbe_sh,m40,.8754855394363403
ARG,2010,pon,esn,wmbe_sh,t1,.9289146661758423
ARG,2010,pon,esn,wmbe_sh,t10,.9227855801582336
ARG,2010,pon,esn,wmbe_sh,tot,.8603480458259583
ARG,2011,pon,esn,edu_sh,b50,.1145255416631699
ARG,2011,pon,esn,edu_sh,m40,.0331083834171295
ARG,2011,pon,esn,edu_sh,t1,.0026783584617078
ARG,2011,pon,esn,edu_sh,t10,.0092084733769298
ARG,2011,pon,esn,edu_sh,tot,.0378565602004528
ARG,2011,pon,esn,hea_sh,b50,.1284499019384384
ARG,2011,pon,esn,hea_sh,m40,.027885353192687
ARG,2011,pon,esn,hea_sh,t1,.0013932546135038
ARG,2011,pon,esn,hea_sh,t10,.0053819357417524
ARG,2011,pon,esn,hea_sh,tot,.0365049205720425
ARG,2011,pon,esn,mbe_sh,b50,.0448171347379684
ARG,2011,pon,esn,mbe_sh,m40,.0117798298597336
ARG,2011,pon,esn,mbe_sh,t1,.0015860208077356
ARG,2011,pon,esn,mbe_sh,t10,.0036475521046668
ARG,2011,pon,esn,mbe_sh,tot,.0143212145194411
ARG,2011,pon,esn,oex_sh,b50,.0425527952611446
ARG,2011,pon,esn,oex_sh,m40,.0545282997190952
ARG,2011,pon,esn,oex_sh,t1,.0578337833285332
ARG,2011,pon,esn,oex_sh,t10,.0572229512035847
ARG,2011,pon,esn,oex_sh,tot,.0535077005624771
ARG,2011,pon,esn,wmbe_sh,b50,.669654905796051
ARG,2011,pon,esn,wmbe_sh,m40,.8726979494094849
ARG,2011,pon,esn,wmbe_sh,t1,.9365085959434509
ARG,2011,pon,esn,wmbe_sh,t10,.9245392084121704
ARG,2011,pon,esn,wmbe_sh,tot,.8578096032142639
ARG,2012,pon,esn,edu_sh,b50,.1120244786143303
ARG,2012,pon,esn,edu_sh,m40,.0317099392414093
ARG,2012,pon,esn,edu_sh,t1,.0054081957787275
ARG,2012,pon,esn,edu_sh,t10,.0104487650096416
ARG,2012,pon,esn,edu_sh,tot,.0384908095002174
ARG,2012,pon,esn,hea_sh,b50,.1343955993652344
ARG,2012,pon,esn,hea_sh,m40,.0285508558154106
ARG,2012,pon,esn,hea_sh,t1,.0028827697969973
ARG,2012,pon,esn,hea_sh,t10,.0065446244552732
ARG,2012,pon,esn,hea_sh,tot,.0396587960422039
ARG,2012,pon,esn,mbe_sh,b50,.0403364896774292
ARG,2012,pon,esn,mbe_sh,m40,.0091340215876698
ARG,2012,pon,esn,mbe_sh,t1,.0005079046823084
ARG,2012,pon,esn,mbe_sh,t10,.0034824886824936
ARG,2012,pon,esn,mbe_sh,tot,.0127104064449668
ARG,2012,pon,esn,oex_sh,b50,.0465315617620945
ARG,2012,pon,esn,oex_sh,m40,.0599727556109428
ARG,2012,pon,esn,oex_sh,t1,.0632893815636635
ARG,2012,pon,esn,oex_sh,t10,.0627340078353882
ARG,2012,pon,esn,oex_sh,tot,.0585501305758953
ARG,2012,pon,esn,wmbe_sh,b50,.6667112708091736
ARG,2012,pon,esn,wmbe_sh,m40,.8706327080726624
ARG,2012,pon,esn,wmbe_sh,t1,.9279116988182068
ARG,2012,pon,esn,wmbe_sh,t10,.9167900681495667
ARG,2012,pon,esn,wmbe_sh,tot,.8505898714065552
ARG,2013,pon,esn,edu_sh,b50,.1128087043762207
ARG,2013,pon,esn,edu_sh,m40,.0324247963726521
ARG,2013,pon,esn,edu_sh,t1,.0043028951622546
ARG,2013,pon,esn,edu_sh,t10,.0102415475994349
ARG,2013,pon,esn,edu_sh,tot,.0387102141976357
ARG,2013,pon,esn,hea_sh,b50,.1349946707487106
ARG,2013,pon,esn,hea_sh,m40,.0289526488631964
ARG,2013,pon,esn,hea_sh,t1,.0024745864793658
ARG,2013,pon,esn,hea_sh,t10,.0064534610137343
ARG,2013,pon,esn,hea_sh,tot,.0397320687770844
ARG,2013,pon,esn,mbe_sh,b50,.0395493842661381
ARG,2013,pon,esn,mbe_sh,m40,.0099010318517685
ARG,2013,pon,esn,mbe_sh,t1,.0018847802421078
ARG,2013,pon,esn,mbe_sh,t10,.0050310268998146
ARG,2013,pon,esn,mbe_sh,tot,.0134372590109706
ARG,2013,pon,esn,oex_sh,b50,.0461594238877296
ARG,2013,pon,esn,oex_sh,m40,.0595970153808594
ARG,2013,pon,esn,oex_sh,t1,.0630637779831886
ARG,2013,pon,esn,oex_sh,t10,.0624340586364269
ARG,2013,pon,esn,oex_sh,tot,.0582258887588978
ARG,2013,pon,esn,wmbe_sh,b50,.6664875745773315
ARG,2013,pon,esn,wmbe_sh,m40,.8691246509552002
ARG,2013,pon,esn,wmbe_sh,t1,.9282740354537964
ARG,2013,pon,esn,wmbe_sh,t10,.9158397912979126
ARG,2013,pon,esn,wmbe_sh,tot,.8498945236206055
ARG,2014,pon,esn,edu_sh,b50,.1170983836054802
ARG,2014,pon,esn,edu_sh,m40,.0316858664155006
ARG,2014,pon,esn,edu_sh,t1,.0042863101698458
ARG,2014,pon,esn,edu_sh,t10,.0095835598185658
ARG,2014,pon,esn,edu_sh,tot,.0375672951340675
ARG,2014,pon,esn,hea_sh,b50,.1440918296575546
ARG,2014,pon,esn,hea_sh,m40,.0292676873505116
ARG,2014,pon,esn,hea_sh,t1,.0025188056752086
ARG,2014,pon,esn,hea_sh,t10,.0060708657838404
ARG,2014,pon,esn,hea_sh,tot,.0396701581776142
ARG,2014,pon,esn,mbe_sh,b50,.0422358848154545
ARG,2014,pon,esn,mbe_sh,m40,.0091258166357875
ARG,2014,pon,esn,mbe_sh,t1,.0028314022347331
ARG,2014,pon,esn,mbe_sh,t10,.0027427773457021
ARG,2014,pon,esn,mbe_sh,tot,.0122425658628345
ARG,2014,pon,esn,oex_sh,b50,.0461353361606598
ARG,2014,pon,esn,oex_sh,m40,.0608084835112095
ARG,2014,pon,esn,oex_sh,t1,.0643142312765121
ARG,2014,pon,esn,oex_sh,t10,.0637411400675774
ARG,2014,pon,esn,oex_sh,tot,.0594670623540878
ARG,2014,pon,esn,wmbe_sh,b50,.6504389643669128
ARG,2014,pon,esn,wmbe_sh,m40,.8691121339797974
ARG,2014,pon,esn,wmbe_sh,t1,.9260493516921997
ARG,2014,pon,esn,wmbe_sh,t10,.9178615808486938
ARG,2014,pon,esn,wmbe_sh,tot,.85105299949646
ARG,2017,pon,esn,edu_sh,b50,.1234250590205193
ARG,2017,pon,esn,edu_sh,m40,.0379354543983936
ARG,2017,pon,esn,edu_sh,t1,.0032424894161522
ARG,2017,pon,esn,edu_sh,t10,.0091834738850594
ARG,2017,pon,esn,edu_sh,tot,.0402461998164654
ARG,2017,pon,esn,hea_sh,b50,.1572073549032211
ARG,2017,pon,esn,hea_sh,m40,.0362676419317722
ARG,2017,pon,esn,hea_sh,t1,.0017746068770066
ARG,2017,pon,esn,hea_sh,t10,.0061265523545444
ARG,2017,pon,esn,hea_sh,tot,.0440513975918293
ARG,2017,pon,esn,mbe_sh,b50,.0334552638232708
ARG,2017,pon,esn,mbe_sh,m40,.0132145527750254
ARG,2017,pon,esn,mbe_sh,t1,.0001520784426248
ARG,2017,pon,esn,mbe_sh,t10,.0046946508809924
ARG,2017,pon,esn,mbe_sh,tot,.0130276409909129
ARG,2017,pon,esn,oex_sh,b50,.047442302107811
ARG,2017,pon,esn,oex_sh,m40,.0633718073368073
ARG,2017,pon,esn,oex_sh,t1,.0681076720356941
ARG,2017,pon,esn,oex_sh,t10,.0674031153321266
ARG,2017,pon,esn,oex_sh,tot,.0623728446662426
ARG,2017,pon,esn,wmbe_sh,b50,.6384699940681458
ARG,2017,pon,esn,wmbe_sh,m40,.8492104411125183
ARG,2017,pon,esn,wmbe_sh,t1,.9267231225967407
ARG,2017,pon,esn,wmbe_sh,t10,.9125922918319702
ARG,2017,pon,esn,wmbe_sh,tot,.8403019309043884
ARG,2019,pon,esn,edu_sh,b50,.132874995470047
ARG,2019,pon,esn,edu_sh,m40,.0387204140424728
ARG,2019,pon,esn,edu_sh,t1,.0028121038340032
ARG,2019,pon,esn,edu_sh,t10,.0087835537269711
ARG,2019,pon,esn,edu_sh,tot,.0403115786612034
ARG,2019,pon,esn,hea_sh,b50,.1379664987325668
ARG,2019,pon,esn,hea_sh,m40,.0299554839730263
ARG,2019,pon,esn,hea_sh,t1,.0013057517353445
ARG,2019,pon,esn,hea_sh,t10,.0047418694011867
ARG,2019,pon,esn,hea_sh,tot,.0358755886554718
ARG,2019,pon,esn,mbe_sh,b50,.0489015467464924
ARG,2019,pon,esn,mbe_sh,m40,.0124849118292332
ARG,2019,pon,esn,mbe_sh,t1,.0000998851028271
ARG,2019,pon,esn,mbe_sh,t10,.0049585569649935
ARG,2019,pon,esn,mbe_sh,tot,.0149180619046092
ARG,2019,pon,esn,oex_sh,b50,.0458862110972404
ARG,2019,pon,esn,oex_sh,m40,.0611163005232811
ARG,2019,pon,esn,oex_sh,t1,.0653528049588203
ARG,2019,pon,esn,oex_sh,t10,.0647354498505592
ARG,2019,pon,esn,oex_sh,tot,.0603101998567581
ARG,2019,pon,esn,wmbe_sh,b50,.6343703269958496
ARG,2019,pon,esn,wmbe_sh,m40,.8577228784561157
ARG,2019,pon,esn,wmbe_sh,t1,.9304293394088745
ARG,2019,pon,esn,wmbe_sh,t10,.9167806506156921
ARG,2019,pon,esn,wmbe_sh,tot,.8485845327377319
BRA,2001,pon,esn,edu_sh,b50,.1270589828491211
BRA,2001,pon,esn,edu_sh,m40,.0267063230276108
BRA,2001,pon,esn,edu_sh,t1,.0008039156673476
BRA,2001,pon,esn,edu_sh,t10,.0032141024712473
BRA,2001,pon,esn,edu_sh,tot,.022059615701437
BRA,2001,pon,esn,hea_sh,b50,.1310948878526688
BRA,2001,pon,esn,hea_sh,m40,.0231738165020943
BRA,2001,pon,esn,hea_sh,t1,.000333801668603
BRA,2001,pon,esn,hea_sh,t10,.0016628018347546
BRA,2001,pon,esn,hea_sh,tot,.020452406257391
BRA,2001,pon,esn,mbe_sh,b50,.0183851215988398
BRA,2001,pon,esn,mbe_sh,m40,.0211258959025145
BRA,2001,pon,esn,mbe_sh,t1,.0001327748177573
BRA,2001,pon,esn,mbe_sh,t10,.0023609665222466
BRA,2001,pon,esn,mbe_sh,tot,.009484900161624
BRA,2001,pon,esn,oex_sh,b50,.0955409705638885
BRA,2001,pon,esn,oex_sh,m40,.1286944299936295
BRA,2001,pon,esn,oex_sh,t1,.135296642780304
BRA,2001,pon,esn,oex_sh,t10,.1347901672124863
BRA,2001,pon,esn,oex_sh,tot,.1292196959257126
BRA,2001,pon,esn,wmbe_sh,b50,.6279199719429016
BRA,2001,pon,esn,wmbe_sh,m40,.8002994060516357
BRA,2001,pon,esn,wmbe_sh,t1,.8634328246116638
BRA,2001,pon,esn,wmbe_sh,t10,.8579719662666321
BRA,2001,pon,esn,wmbe_sh,tot,.8187833428382874
BRA,2002,pon,esn,edu_sh,b50,.1214320585131645
BRA,2002,pon,esn,edu_sh,m40,.0263144876807928
BRA,2002,pon,esn,edu_sh,t1,.0009219563798979
BRA,2002,pon,esn,edu_sh,t10,.0032771229743958
BRA,2002,pon,esn,edu_sh,tot,.0221234895288944
BRA,2002,pon,esn,hea_sh,b50,.135060116648674
BRA,2002,pon,esn,hea_sh,m40,.0246678981930017
